time,0,1,2,3,4
0,0.0,0.0,19.49536667569072,4.151256167664673,3.3944112840898137
1,0.0,0.0,13.785781127812312,4.694184922669646,12.418012965069828
2,0.0,0.0,6.110702117483691,16.63216108028233,29.651804048277203
3,0.0,0.0,0.09669045653066344,32.49501026845167,43.31979021589525
4,0.0,0.0,0.0,34.945146399545585,47.974188497808456
5,0.0,0.0,0.0,36.10264157928399,45.473065231261614
6,0.0,0.0,2.7508275378732745,35.83553264785396,50.82309602012553
7,0.0,0.0,9.635071942621082,36.71064642754419,58.252264144633244
8,0.0,0.0,11.087579139996851,35.515005133990606,58.4255132698402
9,0.0,0.0,7.683828113985466,33.38486099870389,54.432052302098214
10,0.0,0.0,4.855383247667159,31.63705685650095,55.59131852393549
11,0.0,0.0,0.0,32.604430379987875,55.702223010523575
12,0.0,0.0,0.0,35.701929859283595,55.545242189760465
13,6.627553044841961,0.0,0.0,63.73855860888524,48.03802980144988
14,17.71663042972164,0.0,0.0,75.29158198774135,49.360451767580024
15,19.541791655253704,0.0,0.0,88.84149558877462,55.90425643572029
16,17.97620760041955,0.0,0.0,80.09315248453886,57.45928931667253
17,22.71751682342526,0.0,6.948946236484344,69.62436659243635,57.938733708715255
18,19.702364844986157,0.0,12.520365186653756,58.44472011576161,64.0012086784274
19,15.665530180818546,0.0,7.488359174150622,44.74410520033966,64.49444943056224
20,10.587720325576953,0.0,0.0,35.88498607589329,57.59291616254046
21,17.292046205432474,0.0,0.0,27.102186243790573,57.86717856919125
22,8.275771345119225,0.0,0.0,23.68422966316064,57.69872723318514
23,11.716249966806748,0.0,0.0,26.311178211904586,60.88674862232118
24,20.159803538332827,0.0,0.0,38.77969222243504,63.69358140531975
25,24.904999145836968,0.0,0.0,53.815730552914935,69.82072974902383
26,33.377284041977035,0.0,0.0,51.8069703569416,75.79946374410059
27,40.68010811663694,0.0,0.0,46.64760197669041,82.73398075211436
28,44.82029130753553,0.0,0.0,42.216742583979006,85.7355218722182
29,47.346643989174645,0.0,0.0,36.17811544693284,89.24545819599535
30,52.51244717579917,0.0,0.0,29.460692802235275,90.95642959256728
31,61.73033939515131,0.10704134085128944,0.0,21.001032572214893,93.78879924342928
32,66.12816681857063,1.7914984922269959,0.0,17.812984664400112,96.40215477627704
33,73.36039367944888,3.3355113832825016,0.0,13.98963755517931,100.47902286723549
34,81.7596089509035,5.4524587673410885,0.0,10.964009240667584,102.13295097166208
35,87.23140999947216,6.49927403712943,0.0,7.354189665445382,106.43597782445428
36,101.03292063240706,10.937052741867031,0.0,10.310487367092671,108.96887199515852
37,103.10993233205325,13.398079559788124,0.0,9.345614535924176,107.64060958206926
38,98.75734965196658,14.326421647303242,2.1990754746342933,8.193530703673606,108.00251550785543
39,87.17647790240845,15.44231448736965,11.110021435141826,4.4532475720434315,104.85711063370529
40,68.51904686124479,13.38965636814014,13.761384032298777,1.165357090186469,104.30088978183927
41,49.98455644026348,9.999521267132193,12.119094913953171,0.0,94.94246458051352
42,33.585139474737154,6.093913168427652,10.942824433947546,0.0,84.2730567746334
43,26.267944352893878,3.3355803609017616,4.328282831767254,0.0,71.41610652642022
44,23.173966706862007,0.7723157017799034,0.0,0.0,60.280213408562915
45,23.827140612648073,0.3108478286985309,0.0,0.0,52.436077358847754
46,19.494685542887932,0.0,0.0,0.0,46.30458582438198
47,17.36584175988449,0.0,0.0,0.0,43.271019046029416
48,24.18884149052407,0.0,0.0,0.0,82.95912751265597
49,23.04675918666129,0.0,0.0,0.0,89.93409449488827
50,23.946727441015238,0.0,0.0,0.0,88.78818438455059
51,25.684030738180198,0.0,0.0,0.0,79.73243092401536
52,22.396576769272198,0.0,0.0,0.0,72.75175802935523
53,22.20371085712152,0.0,2.6437750276191028,0.0,66.45017592700862
54,21.879088131558248,0.0,6.59764435345209,0.0,60.48225600340518
55,25.77381464516355,0.0,5.1561766437515235,0.0,55.38100532250001
56,27.391244477136787,0.0,7.75021246278012,0.0,52.114815397830206
57,26.65853211247736,0.0,7.629817628098349,0.0,49.59717730065428
58,35.58987762237058,0.0,7.266507540169929,0.0,45.72656831371666
59,39.98757105170651,0.052607299690688315,0.9349267473844218,0.0,40.67539810660285
60,44.278849230392396,1.393036199372489,0.0,0.0,38.188650994629185
61,32.64599887406673,4.131312631397374,0.0,0.0,34.722450934720996
62,21.369025615264725,6.5503004376631795,0.0,0.0,30.37144653505568
63,12.611854964925785,9.302489465001004,0.0,0.0,28.801575730299987
64,3.2882514938648693,14.496220020906373,0.0,0.0,26.22625299430979
